,Year,(semi-) final,Jury or Televoting,From country,To country,Points,2_minority_in_1,distw
34977,2016,sf2,J,Serbia,Lithuania,5,0.0,
34978,2016,sf2,T,Serbia,Lithuania,0,0.0,
34979,2007,f,J,Serbia,Moldova,1,0.0,
34980,2007,sf,J,Serbia,Moldova,0,0.0,
34981,2009,f,J,Serbia,Moldova,0,0.0,
34982,2009,sf2,J,Serbia,Moldova,7,0.0,
34983,2010,f,J,Serbia,Moldova,0,0.0,
34984,2010,sf1,J,Serbia,Moldova,1,0.0,
34985,2011,f,J,Serbia,Moldova,0,0.0,
34986,2012,f,J,Serbia,Moldova,0,0.0,
34987,2013,f,J,Serbia,Moldova,6,0.0,
34988,2013,sf1,J,Serbia,Moldova,7,0.0,
34989,2007,f,J,Serbia,Romania,0,1.0,
34990,2008,f,J,Serbia,Romania,0,1.0,
34991,2009,f,J,Serbia,Romania,2,1.0,
34992,2010,f,J,Serbia,Romania,6,1.0,
34993,2011,f,J,Serbia,Romania,0,1.0,
34994,2012,f,J,Serbia,Romania,0,1.0,
34995,2013,f,J,Serbia,Romania,0,1.0,
34996,2015,f,J,Serbia,Romania,0,1.0,
34997,2007,f,J,Serbia,Russia,7,0.0,
34998,2008,f,J,Serbia,Russia,10,0.0,
34999,2009,f,J,Serbia,Russia,0,0.0,
35000,2010,f,J,Serbia,Russia,0,0.0,
35001,2010,sf1,J,Serbia,Russia,4,0.0,
35002,2011,f,J,Serbia,Russia,4,0.0,
35003,2011,sf1,J,Serbia,Russia,6,0.0,
35004,2012,f,J,Serbia,Russia,7,0.0,
35005,2013,f,J,Serbia,Russia,8,0.0,
35006,2013,sf1,J,Serbia,Russia,6,0.0,
35007,2015,f,J,Serbia,Russia,10,0.0,
35008,2016,f,J,Serbia,Russia,1,0.0,
35009,2016,f,T,Serbia,Russia,12,0.0,
35010,2007,f,J,Serbia,Serbia,0,0.0,
35011,2007,sf,J,Serbia,Serbia,0,0.0,
35012,2008,f,J,Serbia,Serbia,0,0.0,
35013,2009,sf2,J,Serbia,Serbia,0,0.0,
35014,2010,f,J,Serbia,Serbia,0,0.0,
35015,2010,sf1,J,Serbia,Serbia,0,0.0,
35016,2011,f,J,Serbia,Serbia,0,0.0,
35017,2011,sf1,J,Serbia,Serbia,0,0.0,
35018,2012,f,J,Serbia,Serbia,0,0.0,
35019,2012,sf2,J,Serbia,Serbia,0,0.0,
35020,2013,sf1,J,Serbia,Serbia,0,0.0,
35021,2007,f,J,Serbia,Slovenia,5,0.0,
35022,2007,sf,J,Serbia,Slovenia,7,0.0,
35023,2009,sf2,J,Serbia,Slovenia,5,0.0,
35024,2011,f,J,Serbia,Slovenia,10,0.0,
35025,2012,sf2,J,Serbia,Slovenia,10,0.0,
35026,2013,sf1,J,Serbia,Slovenia,0,0.0,
35027,2015,f,J,Serbia,Slovenia,5,0.0,
35028,2016,sf2,J,Serbia,Slovenia,6,0.0,
35029,2016,sf2,T,Serbia,Slovenia,4,0.0,
35030,2007,f,J,Serbia,Spain,0,0.0,
35031,2008,f,J,Serbia,Spain,0,0.0,
35032,2009,f,J,Serbia,Spain,0,0.0,
35033,2010,f,J,Serbia,Spain,0,0.0,
35034,2011,f,J,Serbia,Spain,0,0.0,
35035,2012,f,J,Serbia,Spain,0,0.0,
35036,2013,f,J,Serbia,Spain,0,0.0,
35037,2015,f,J,Serbia,Spain,0,0.0,
35038,2016,f,J,Serbia,Spain,0,0.0,
35039,2016,f,T,Serbia,Spain,0,0.0,
35040,2007,f,J,Serbia,Sweden,0,0.0,
35041,2008,f,J,Serbia,Sweden,2,0.0,
35042,2008,sf2,J,Serbia,Sweden,3,0.0,
35043,2009,f,J,Serbia,Sweden,0,0.0,
35044,2011,f,J,Serbia,Sweden,1,0.0,
35045,2012,f,J,Serbia,Sweden,10,0.0,
35046,2012,sf2,J,Serbia,Sweden,7,0.0,
35047,2013,f,J,Serbia,Sweden,1,0.0,
35048,2015,f,J,Serbia,Sweden,8,0.0,
35049,2016,f,J,Serbia,Sweden,0,0.0,
35050,2016,f,T,Serbia,Sweden,1,0.0,
35051,2007,f,J,Serbia,Turkey,0,0.0,
35052,2007,sf,J,Serbia,Turkey,0,0.0,
35053,2008,f,J,Serbia,Turkey,0,0.0,
35054,2008,sf2,J,Serbia,Turkey,0,0.0,
35055,2009,f,J,Serbia,Turkey,0,0.0,
35056,2010,f,J,Serbia,Turkey,3,0.0,
35057,2011,sf1,J,Serbia,Turkey,0,0.0,
35058,2012,f,J,Serbia,Turkey,0,0.0,
35059,2012,sf2,J,Serbia,Turkey,0,0.0,
35060,2007,f,J,Serbia,Ukraine,3,0.0,
35061,2008,f,J,Serbia,Ukraine,6,0.0,
35062,2008,sf2,J,Serbia,Ukraine,8,0.0,
35063,2009,f,J,Serbia,Ukraine,0,0.0,
35064,2009,sf2,J,Serbia,Ukraine,1,0.0,
35065,2010,f,J,Serbia,Ukraine,7,0.0,
35066,2011,f,J,Serbia,Ukraine,6,0.0,
35067,2012,f,J,Serbia,Ukraine,0,0.0,
35068,2012,sf2,J,Serbia,Ukraine,4,0.0,
35069,2013,f,J,Serbia,Ukraine,10,0.0,
35070,2013,sf1,J,Serbia,Ukraine,5,0.0,
35071,2016,f,J,Serbia,Ukraine,12,0.0,
35072,2016,f,T,Serbia,Ukraine,7,0.0,
35073,2016,sf2,J,Serbia,Ukraine,10,0.0,
35074,2016,sf2,T,Serbia,Ukraine,6,0.0,
35075,2007,f,J,Serbia,United Kingdom,0,0.0,
35076,2008,f,J,Serbia,United Kingdom,0,0.0,
35077,2009,f,J,Serbia,United Kingdom,8,0.0,
35078,2010,f,J,Serbia,United Kingdom,0,0.0,
35079,2011,f,J,Serbia,United Kingdom,0,0.0,
35080,2012,f,J,Serbia,United Kingdom,0,0.0,
35081,2013,f,J,Serbia,United Kingdom,0,0.0,
35082,2015,f,J,Serbia,United Kingdom,0,0.0,
35083,2016,f,J,Serbia,United Kingdom,2,0.0,
35084,2016,f,T,Serbia,United Kingdom,0,0.0,
35085,2007,f,J,Slovenia,Georgia,2,0.0,2353.506
35086,2007,sf,J,Slovenia,Georgia,0,0.0,2353.506
35087,2008,f,J,Slovenia,Georgia,0,0.0,2353.506
35088,2010,f,J,Slovenia,Georgia,1,0.0,2353.506
35089,2010,sf2,J,Slovenia,Georgia,7,0.0,2353.506
35090,2011,f,J,Slovenia,Georgia,0,0.0,2353.506
35091,2012,sf2,J,Slovenia,Georgia,0,0.0,2353.506
35092,2013,f,J,Slovenia,Georgia,0,0.0,2353.506
35093,2014,sf2,J,Slovenia,Georgia,0,0.0,2353.506
35094,2015,f,J,Slovenia,Georgia,0,0.0,2353.506
35095,2016,f,J,Slovenia,Georgia,0,0.0,2353.506
35096,2016,f,T,Slovenia,Georgia,0,0.0,2353.506
35097,2016,sf2,J,Slovenia,Georgia,0,0.0,2353.506
35098,2016,sf2,T,Slovenia,Georgia,1,0.0,2353.506
35099,2007,f,J,Slovenia,Serbia,12,1.0,
35100,2007,sf,J,Slovenia,Serbia,12,1.0,
35101,2008,f,J,Slovenia,Serbia,12,1.0,
35102,2009,sf2,J,Slovenia,Serbia,12,1.0,
35103,2010,f,J,Slovenia,Serbia,8,1.0,
35104,2011,f,J,Slovenia,Serbia,10,1.0,
35105,2012,f,J,Slovenia,Serbia,12,1.0,
35106,2012,sf2,J,Slovenia,Serbia,12,1.0,
35107,2013,sf1,J,Slovenia,Serbia,5,1.0,
35108,2015,f,J,Slovenia,Serbia,6,1.0,
35109,2016,f,J,Slovenia,Serbia,5,1.0,
35110,2016,f,T,Slovenia,Serbia,12,1.0,
35111,2016,sf2,J,Slovenia,Serbia,0,1.0,
35112,2016,sf2,T,Slovenia,Serbia,12,1.0,
35113,2007,f,J,Spain,Georgia,0,0.0,3883.251
35114,2007,sf,J,Spain,Georgia,3,0.0,3883.251
35115,2008,f,J,Spain,Georgia,0,0.0,3883.251
35116,2010,f,J,Spain,Georgia,1,0.0,3883.251
35117,2011,f,J,Spain,Georgia,0,0.0,3883.251
35118,2011,sf1,J,Spain,Georgia,0,0.0,3883.251
35119,2013,f,J,Spain,Georgia,0,0.0,3883.251
35120,2013,sf2,J,Spain,Georgia,4,0.0,3883.251
35121,2015,f,J,Spain,Georgia,0,0.0,3883.251
35122,2016,f,J,Spain,Georgia,0,0.0,3883.251
35123,2016,f,T,Spain,Georgia,0,0.0,3883.251
35124,2007,f,J,Spain,Serbia,1,0.0,
35125,2007,sf,J,Spain,Serbia,5,0.0,
35126,2008,f,J,Spain,Serbia,0,0.0,
35127,2009,sf2,J,Spain,Serbia,5,0.0,
35128,2010,f,J,Spain,Serbia,0,0.0,
35129,2010,sf1,J,Spain,Serbia,6,0.0,
35130,2011,f,J,Spain,Serbia,4,0.0,
35131,2011,sf1,J,Spain,Serbia,2,0.0,
35132,2012,f,J,Spain,Serbia,0,0.0,
35133,2015,f,J,Spain,Serbia,0,0.0,
35134,2016,f,J,Spain,Serbia,0,0.0,
35135,2016,f,T,Spain,Serbia,0,0.0,
35136,2007,f,J,Sweden,Georgia,0,0.0,2708.501
35137,2007,sf,J,Sweden,Georgia,0,0.0,2708.501
35138,2008,f,J,Sweden,Georgia,0,0.0,2708.501
35139,2008,sf2,J,Sweden,Georgia,1,0.0,2708.501
35140,2010,f,J,Sweden,Georgia,6,0.0,2708.501
35141,2010,sf2,J,Sweden,Georgia,2,0.0,2708.501
35142,2011,f,J,Sweden,Georgia,0,0.0,2708.501
35143,2012,sf2,J,Sweden,Georgia,0,0.0,2708.501
35144,2013,f,J,Sweden,Georgia,0,0.0,2708.501
35145,2015,f,J,Sweden,Georgia,0,0.0,2708.501
35146,2016,f,J,Sweden,Georgia,0,0.0,2708.501
35147,2016,f,T,Sweden,Georgia,0,0.0,2708.501
35148,2007,f,J,Sweden,Serbia,10,1.0,
35149,2007,sf,J,Sweden,Serbia,10,1.0,
35150,2008,f,J,Sweden,Serbia,6,1.0,
35151,2010,f,J,Sweden,Serbia,7,1.0,
35152,2011,f,J,Sweden,Serbia,0,1.0,
35153,2012,f,J,Sweden,Serbia,10,1.0,
35154,2012,sf2,J,Sweden,Serbia,8,1.0,
35155,2013,sf1,J,Sweden,Serbia,4,1.0,
35156,2015,f,J,Sweden,Serbia,0,1.0,
35157,2016,f,J,Sweden,Serbia,0,1.0,
35158,2016,f,T,Sweden,Serbia,0,1.0,
35159,2007,f,J,Switzerland,Georgia,0,0.0,2893.011
35160,2007,sf,J,Switzerland,Georgia,0,0.0,2893.011
35161,2008,f,J,Switzerland,Georgia,0,0.0,2893.011
35162,2008,sf2,J,Switzerland,Georgia,0,0.0,2893.011
35163,2010,f,J,Switzerland,Georgia,1,0.0,2893.011
35164,2010,sf2,J,Switzerland,Georgia,1,0.0,2893.011
35165,2011,f,J,Switzerland,Georgia,0,0.0,2893.011
35166,2011,sf1,J,Switzerland,Georgia,0,0.0,2893.011
35167,2013,f,J,Switzerland,Georgia,0,0.0,2893.011
35168,2013,sf2,J,Switzerland,Georgia,0,0.0,2893.011
35169,2014,sf2,J,Switzerland,Georgia,0,0.0,2893.011
35170,2015,f,J,Switzerland,Georgia,0,0.0,2893.011
35171,2016,f,J,Switzerland,Georgia,0,0.0,2893.011
35172,2016,f,T,Switzerland,Georgia,0,0.0,2893.011
35173,2016,sf2,J,Switzerland,Georgia,0,0.0,2893.011
35174,2016,sf2,T,Switzerland,Georgia,0,0.0,2893.011
35175,2007,f,J,Switzerland,Serbia,12,1.0,
35176,2007,sf,J,Switzerland,Serbia,12,1.0,
35177,2008,f,J,Switzerland,Serbia,12,1.0,
35178,2010,f,J,Switzerland,Serbia,10,1.0,
35179,2011,f,J,Switzerland,Serbia,6,1.0,
35180,2011,sf1,J,Switzerland,Serbia,12,1.0,
35181,2012,f,J,Switzerland,Serbia,10,1.0,
35182,2015,f,J,Switzerland,Serbia,5,1.0,
35183,2016,f,J,Switzerland,Serbia,0,1.0,
35184,2016,f,T,Switzerland,Serbia,12,1.0,
35185,2016,sf2,J,Switzerland,Serbia,3,1.0,
35186,2016,sf2,T,Switzerland,Serbia,12,1.0,
35187,2007,f,J,The Netherlands,Georgia,2,0.0,3099.094
35188,2007,sf,J,The Netherlands,Georgia,5,0.0,3099.094
35189,2008,f,J,The Netherlands,Georgia,0,0.0,3099.094
35190,2010,f,J,The Netherlands,Georgia,0,0.0,3099.094
35191,2010,sf2,J,The Netherlands,Georgia,5,0.0,3099.094
35192,2011,f,J,The Netherlands,Georgia,0,0.0,3099.094
35193,2012,sf2,J,The Netherlands,Georgia,0,0.0,3099.094
35194,2013,f,J,The Netherlands,Georgia,0,0.0,3099.094
35195,2015,f,J,The Netherlands,Georgia,0,0.0,3099.094
35196,2016,f,J,The Netherlands,Georgia,0,0.0,3099.094
35197,2016,f,T,The Netherlands,Georgia,0,0.0,3099.094
35198,2007,f,J,The Netherlands,Serbia,8,0.0,
35199,2007,sf,J,The Netherlands,Serbia,10,0.0,
35200,2008,f,J,The Netherlands,Serbia,8,0.0,
35201,2009,sf2,J,The Netherlands,Serbia,6,0.0,
35202,2010,f,J,The Netherlands,Serbia,1,0.0,
35203,2011,f,J,The Netherlands,Serbia,3,0.0,
35204,2012,f,J,The Netherlands,Serbia,10,0.0,
35205,2012,sf2,J,The Netherlands,Serbia,10,0.0,
35206,2013,sf1,J,The Netherlands,Serbia,1,0.0,
35207,2015,f,J,The Netherlands,Serbia,1,0.0,
35208,2016,f,J,The Netherlands,Serbia,0,0.0,
35209,2016,f,T,The Netherlands,Serbia,0,0.0,
35210,2007,f,J,Turkey,Georgia,5,1.0,1074.125
35211,2007,sf,J,Turkey,Georgia,10,1.0,1074.125
35212,2008,f,J,Turkey,Georgia,4,1.0,1074.125
35213,2008,sf2,J,Turkey,Georgia,10,1.0,1074.125
35214,2010,f,J,Turkey,Georgia,5,1.0,1074.125
35215,2010,sf2,J,Turkey,Georgia,10,1.0,1074.125
35216,2011,f,J,Turkey,Georgia,8,1.0,1074.125
35217,2011,sf1,J,Turkey,Georgia,10,1.0,1074.125
35218,2012,sf2,J,Turkey,Georgia,3,1.0,1074.125
35219,2007,f,J,Turkey,Serbia,0,0.0,
35220,2007,sf,J,Turkey,Serbia,0,0.0,
35221,2008,f,J,Turkey,Serbia,0,0.0,
35222,2010,f,J,Turkey,Serbia,0,0.0,
35223,2011,f,J,Turkey,Serbia,0,0.0,
35224,2011,sf1,J,Turkey,Serbia,0,0.0,
35225,2012,f,J,Turkey,Serbia,0,0.0,
35226,2012,sf2,J,Turkey,Serbia,0,0.0,
35227,2007,f,J,Ukraine,Georgia,8,0.0,1145.45
35228,2007,sf,J,Ukraine,Georgia,10,0.0,1145.45
35229,2008,f,J,Ukraine,Georgia,8,0.0,1145.45
35230,2008,sf2,J,Ukraine,Georgia,12,0.0,1145.45
35231,2010,f,J,Ukraine,Georgia,7,0.0,1145.45
35232,2010,sf2,J,Ukraine,Georgia,7,0.0,1145.45
35233,2011,f,J,Ukraine,Georgia,12,0.0,1145.45
35234,2012,sf2,J,Ukraine,Georgia,10,0.0,1145.45
35235,2013,f,J,Ukraine,Georgia,7,0.0,1145.45
35236,2016,f,J,Ukraine,Georgia,3,0.0,1145.45
35237,2016,f,T,Ukraine,Georgia,6,0.0,1145.45
35238,2016,sf2,J,Ukraine,Georgia,4,0.0,1145.45
35239,2016,sf2,T,Ukraine,Georgia,8,0.0,1145.45
35240,2007,f,J,Ukraine,Serbia,6,0.0,
35241,2007,sf,J,Ukraine,Serbia,8,0.0,
35242,2008,f,J,Ukraine,Serbia,0,0.0,
35243,2009,sf2,J,Ukraine,Serbia,0,0.0,
35244,2010,f,J,Ukraine,Serbia,0,0.0,
35245,2011,f,J,Ukraine,Serbia,0,0.0,
35246,2012,f,J,Ukraine,Serbia,2,0.0,
35247,2012,sf2,J,Ukraine,Serbia,8,0.0,
35248,2013,sf1,J,Ukraine,Serbia,2,0.0,
35249,2016,f,J,Ukraine,Serbia,0,0.0,
35250,2016,f,T,Ukraine,Serbia,0,0.0,
35251,2016,sf2,J,Ukraine,Serbia,3,0.0,
35252,2016,sf2,T,Ukraine,Serbia,0,0.0,
35253,2007,f,J,United Kingdom,Georgia,0,0.0,3542.237
35254,2007,sf,J,United Kingdom,Georgia,0,0.0,3542.237
35255,2008,f,J,United Kingdom,Georgia,0,0.0,3542.237
35256,2008,sf2,J,United Kingdom,Georgia,0,0.0,3542.237
35257,2010,f,J,United Kingdom,Georgia,0,0.0,3542.237
35258,2010,sf2,J,United Kingdom,Georgia,1,0.0,3542.237
35259,2011,f,J,United Kingdom,Georgia,0,0.0,3542.237
35260,2011,sf1,J,United Kingdom,Georgia,0,0.0,3542.237
35261,2012,sf2,J,United Kingdom,Georgia,0,0.0,3542.237
35262,2013,f,J,United Kingdom,Georgia,0,0.0,3542.237
35263,2014,sf2,J,United Kingdom,Georgia,0,0.0,3542.237
35264,2015,f,J,United Kingdom,Georgia,0,0.0,3542.237
35265,2016,f,J,United Kingdom,Georgia,12,0.0,3542.237
35266,2016,f,T,United Kingdom,Georgia,0,0.0,3542.237
35267,2016,sf2,J,United Kingdom,Georgia,12,0.0,3542.237
35268,2016,sf2,T,United Kingdom,Georgia,1,0.0,3542.237
35269,2007,f,J,United Kingdom,Serbia,0,0.0,
35270,2007,sf,J,United Kingdom,Serbia,5,0.0,
35271,2008,f,J,United Kingdom,Serbia,0,0.0,
35272,2010,f,J,United Kingdom,Serbia,0,0.0,
35273,2011,f,J,United Kingdom,Serbia,0,0.0,
35274,2011,sf1,J,United Kingdom,Serbia,0,0.0,
35275,2012,f,J,United Kingdom,Serbia,0,0.0,
35276,2012,sf2,J,United Kingdom,Serbia,3,0.0,
35277,2013,sf1,J,United Kingdom,Serbia,0,0.0,
35278,2015,f,J,United Kingdom,Serbia,1,0.0,
35279,2016,f,J,United Kingdom,Serbia,2,0.0,
35280,2016,f,T,United Kingdom,Serbia,0,0.0,
35281,2016,sf2,J,United Kingdom,Serbia,0,0.0,
35282,2016,sf2,T,United Kingdom,Serbia,0,0.0,
35283,2007,sf,J,Albania,Czech Republic,0,0.0,1037.847
35284,2008,sf2,J,Albania,Czech Republic,0,0.0,1037.847
35285,2016,f,J,Albania,Czech Republic,0,0.0,1037.847
35286,2016,f,T,Albania,Czech Republic,0,0.0,1037.847
35287,2007,sf,J,Albania,Montenegro,7,1.0,
35288,2012,sf1,J,Albania,Montenegro,12,1.0,
35289,2014,f,J,Albania,Montenegro,6,1.0,
35290,2014,sf1,J,Albania,Montenegro,12,1.0,
35291,2015,f,J,Albania,Montenegro,6,1.0,
35292,2007,sf,J,Andorra,Czech Republic,0,0.0,1357.724
35293,2009,sf1,J,Andorra,Czech Republic,0,0.0,1357.724
35294,2007,sf,J,Andorra,Montenegro,0,0.0,
35295,2008,sf1,J,Andorra,Montenegro,0,0.0,
35296,2009,sf1,J,Andorra,Montenegro,1,0.0,
35297,2007,sf,J,Armenia,Austria,0,0.0,2481.713
35298,2011,f,J,Armenia,Austria,3,0.0,2481.713
35299,2014,f,J,Armenia,Austria,0,0.0,2481.713
35300,2015,f,J,Armenia,Austria,0,0.0,2481.713
35301,2016,f,J,Armenia,Austria,0,0.0,2481.713
35302,2016,f,T,Armenia,Austria,4,0.0,2481.713
35303,2016,sf1,J,Armenia,Austria,0,0.0,2481.713
35304,2016,sf1,T,Armenia,Austria,5,0.0,2481.713
35305,2007,sf,J,Armenia,Czech Republic,0,0.0,2502.72
35306,2009,sf1,J,Armenia,Czech Republic,0,0.0,2502.72
35307,2016,f,J,Armenia,Czech Republic,1,0.0,2502.72
35308,2016,f,T,Armenia,Czech Republic,0,0.0,2502.72
35309,2016,sf1,J,Armenia,Czech Republic,5,0.0,2502.72
35310,2016,sf1,T,Armenia,Czech Republic,2,0.0,2502.72
35311,2007,sf,J,Armenia,Montenegro,0,0.0,
35312,2008,sf1,J,Armenia,Montenegro,0,0.0,
35313,2009,sf1,J,Armenia,Montenegro,5,0.0,
35314,2014,f,J,Armenia,Montenegro,12,0.0,
35315,2014,sf1,J,Armenia,Montenegro,8,0.0,
35316,2015,f,J,Armenia,Montenegro,8,0.0,
35317,2016,sf1,J,Armenia,Montenegro,10,0.0,
35318,2016,sf1,T,Armenia,Montenegro,0,0.0,
35319,2007,sf,J,Austria,Czech Republic,0,0.0,276.3035
35320,2016,f,J,Austria,Czech Republic,4,0.0,276.3035
35321,2016,f,T,Austria,Czech Republic,0,0.0,276.3035
35322,2016,sf1,J,Austria,Czech Republic,10,0.0,276.3035
35323,2016,sf1,T,Austria,Czech Republic,1,0.0,276.3035
35324,2007,sf,J,Austria,Montenegro,0,0.0,
35325,2012,sf1,J,Austria,Montenegro,0,0.0,
35326,2013,sf1,J,Austria,Montenegro,0,0.0,
35327,2014,f,J,Austria,Montenegro,0,0.0,
35328,2015,f,J,Austria,Montenegro,0,0.0,
35329,2016,sf1,J,Austria,Montenegro,0,0.0,
35330,2016,sf1,T,Austria,Montenegro,0,0.0,
35331,2007,sf,J,Belarus,Czech Republic,0,0.0,955.8711
35332,2008,sf2,J,Belarus,Czech Republic,0,0.0,955.8711
35333,2009,sf1,J,Belarus,Czech Republic,0,0.0,955.8711
35334,2016,f,J,Belarus,Czech Republic,0,0.0,955.8711
35335,2016,f,T,Belarus,Czech Republic,0,0.0,955.8711
35336,2007,sf,J,Belarus,Montenegro,0,0.0,
35337,2009,sf1,J,Belarus,Montenegro,3,0.0,
35338,2013,sf1,J,Belarus,Montenegro,2,0.0,
35339,2014,f,J,Belarus,Montenegro,0,0.0,
35340,2015,f,J,Belarus,Montenegro,0,0.0,
35341,2007,sf,J,Belgium,Czech Republic,0,0.0,802.9895
35342,2009,sf1,J,Belgium,Czech Republic,0,0.0,802.9895
35343,2016,f,J,Belgium,Czech Republic,1,0.0,802.9895
35344,2016,f,T,Belgium,Czech Republic,0,0.0,802.9895
35345,2007,sf,J,Belgium,Montenegro,0,0.0,
35346,2008,sf1,J,Belgium,Montenegro,0,0.0,
35347,2009,sf1,J,Belgium,Montenegro,0,0.0,
35348,2012,sf1,J,Belgium,Montenegro,0,0.0,
35349,2013,sf1,J,Belgium,Montenegro,0,0.0,
35350,2014,f,J,Belgium,Montenegro,0,0.0,
35351,2014,sf1,J,Belgium,Montenegro,0,0.0,
35352,2015,f,J,Belgium,Montenegro,0,0.0,
35353,2007,sf,J,Bosnia & Herzegovina,Czech Republic,0,0.0,674.8834
35354,2009,sf1,J,Bosnia & Herzegovina,Czech Republic,0,0.0,674.8834
35355,2016,f,J,Bosnia & Herzegovina,Czech Republic,6,0.0,674.8834
35356,2016,f,T,Bosnia & Herzegovina,Czech Republic,0,0.0,674.8834
35357,2016,sf1,J,Bosnia & Herzegovina,Czech Republic,12,0.0,674.8834
35358,2016,sf1,T,Bosnia & Herzegovina,Czech Republic,4,0.0,674.8834
35359,2007,sf,J,Bosnia & Herzegovina,Montenegro,5,0.0,
35360,2008,sf1,J,Bosnia & Herzegovina,Montenegro,12,0.0,
35361,2009,sf1,J,Bosnia & Herzegovina,Montenegro,10,0.0,
35362,2016,sf1,J,Bosnia & Herzegovina,Montenegro,3,0.0,
35363,2016,sf1,T,Bosnia & Herzegovina,Montenegro,8,0.0,
35364,2007,sf,J,Bulgaria,Czech Republic,0,0.0,1083.522
35365,2008,sf2,J,Bulgaria,Czech Republic,0,0.0,1083.522
35366,2009,sf1,J,Bulgaria,Czech Republic,0,0.0,1083.522
35367,2016,f,J,Bulgaria,Czech Republic,0,0.0,1083.522
35368,2016,f,T,Bulgaria,Czech Republic,0,0.0,1083.522
35369,2007,sf,J,Bulgaria,Montenegro,0,0.0,
35370,2009,sf1,J,Bulgaria,Montenegro,0,0.0,
35371,2007,sf,J,Croatia,Czech Republic,0,1.0,541.0042
35372,2008,sf2,J,Croatia,Czech Republic,2,1.0,541.0042
35373,2016,f,J,Croatia,Czech Republic,10,1.0,541.0042
35374,2016,f,T,Croatia,Czech Republic,0,1.0,541.0042
35375,2016,sf1,J,Croatia,Czech Republic,12,1.0,541.0042
35376,2016,sf1,T,Croatia,Czech Republic,4,1.0,541.0042
35377,2007,sf,J,Croatia,Montenegro,5,0.0,
35378,2013,sf1,J,Croatia,Montenegro,6,0.0,
35379,2016,sf1,J,Croatia,Montenegro,0,0.0,
35380,2016,sf1,T,Croatia,Montenegro,6,0.0,
35381,2007,sf,J,Cyprus,Czech Republic,0,0.0,2201.318
35382,2008,sf2,J,Cyprus,Czech Republic,0,0.0,2201.318
35383,2016,f,J,Cyprus,Czech Republic,0,0.0,2201.318
35384,2016,f,T,Cyprus,Czech Republic,0,0.0,2201.318
35385,2016,sf1,J,Cyprus,Czech Republic,5,0.0,2201.318
35386,2016,sf1,T,Cyprus,Czech Republic,0,0.0,2201.318
35387,2007,sf,J,Cyprus,Montenegro,0,0.0,
35388,2012,sf1,J,Cyprus,Montenegro,0,0.0,
35389,2013,sf1,J,Cyprus,Montenegro,0,0.0,
35390,2015,f,J,Cyprus,Montenegro,0,0.0,
35391,2016,sf1,J,Cyprus,Montenegro,0,0.0,
35392,2016,sf1,T,Cyprus,Montenegro,0,0.0,
35393,2007,sf,J,Czech Republic,Albania,0,0.0,1037.847
35394,2008,f,J,Czech Republic,Albania,0,0.0,1037.847
35395,2008,sf2,J,Czech Republic,Albania,1,0.0,1037.847
35396,2009,f,J,Czech Republic,Albania,0,0.0,1037.847
35397,2015,f,J,Czech Republic,Albania,0,0.0,1037.847
35398,2007,sf,J,Czech Republic,Andorra,7,0.0,1357.724
35399,2009,sf1,J,Czech Republic,Andorra,0,0.0,1357.724
35400,2007,sf,J,Czech Republic,Austria,0,0.0,276.3035
35401,2015,f,J,Czech Republic,Austria,0,0.0,276.3035
35402,2016,f,J,Czech Republic,Austria,0,0.0,276.3035
35403,2016,f,T,Czech Republic,Austria,4,0.0,276.3035
35404,2016,sf1,J,Czech Republic,Austria,5,0.0,276.3035
35405,2016,sf1,T,Czech Republic,Austria,5,0.0,276.3035
35406,2007,sf,J,Czech Republic,Belgium,0,0.0,802.9895
35407,2009,sf1,J,Czech Republic,Belgium,0,0.0,802.9895
35408,2015,f,J,Czech Republic,Belgium,6,0.0,802.9895
35409,2016,f,J,Czech Republic,Belgium,2,0.0,802.9895
35410,2016,f,T,Czech Republic,Belgium,0,0.0,802.9895
35411,2007,sf,J,Czech Republic,Croatia,0,0.0,541.0042
35412,2008,f,J,Czech Republic,Croatia,0,0.0,541.0042
35413,2008,sf2,J,Czech Republic,Croatia,3,0.0,541.0042
35414,2009,f,J,Czech Republic,Croatia,0,0.0,541.0042
35415,2016,f,J,Czech Republic,Croatia,8,0.0,541.0042
35416,2016,f,T,Czech Republic,Croatia,0,0.0,541.0042
35417,2016,sf1,J,Czech Republic,Croatia,6,0.0,541.0042
35418,2016,sf1,T,Czech Republic,Croatia,2,0.0,541.0042
35419,2007,sf,J,Czech Republic,Cyprus,0,0.0,2201.318
35420,2008,sf2,J,Czech Republic,Cyprus,0,0.0,2201.318
35421,2015,f,J,Czech Republic,Cyprus,0,0.0,2201.318
35422,2016,f,J,Czech Republic,Cyprus,0,0.0,2201.318
35423,2016,f,T,Czech Republic,Cyprus,0,0.0,2201.318
35424,2016,sf1,J,Czech Republic,Cyprus,1,0.0,2201.318
35425,2016,sf1,T,Czech Republic,Cyprus,4,0.0,2201.318
35426,2007,sf,J,Czech Republic,Czech Republic,0,0.0,154.7052
35427,2008,sf2,J,Czech Republic,Czech Republic,0,0.0,154.7052
35428,2009,sf1,J,Czech Republic,Czech Republic,0,0.0,154.7052
35429,2007,sf,J,Czech Republic,Denmark,0,0.0,721.6284
35430,2008,f,J,Czech Republic,Denmark,2,0.0,721.6284
35431,2008,sf2,J,Czech Republic,Denmark,10,0.0,721.6284
